Service ID,Customer ID,Count_serv,Quarter_serv,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Count_status,Quarter_status,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Count_demo,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,Count_loc,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,segment
XBQJYQKUY8854,3509-GWQGF,1,Q3,No,0,24,Offer C,Yes,31.73,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,No,One Year,No,Credit Card,70.0,1732.6,0.0,140,761.52,2634.12,HKCYXN8821,1,Q3,3,Stayed,No,0,77,5242,nan,nan,1,Male,74,No,Yes,No,No,0,FNBPDX6327,1,United States,California,Ducor,93218,"35.846067, -119.004073",35.846067,-119.004073,655,823.0,habitual_defaulter
CKBZPFVMU5463,3729-OWRVL,1,Q3,No,0,65,nan,Yes,44.23,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.35,7246.15,0.0,0,2874.95,10121.1,PCKJSY1925,1,Q3,3,Stayed,No,0,79,4295,nan,nan,1,Male,80,No,Yes,No,No,0,VDTWJN3315,1,United States,California,Pixley,93256,"35.957019, -119.330928",35.957019,-119.330928,681,350.0,critical
SKYEUGQUT4284,7251-LJBQN,1,Q3,No,0,40,nan,Yes,28.54,Yes,Yes,Fiber Optic,24,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,103.75,4188.4,0.0,0,1141.6,5330.0,LXVSLK1725,1,Q3,3,Stayed,No,0,20,3568,nan,nan,1,Female,74,No,Yes,No,No,0,DUOHAF4587,1,United States,California,Strathmore,93267,"36.141319, -119.129075",36.141319,-119.129075,689,350.0,critical
JYFTCDIXU6436,2682-KEVRP,1,Q3,No,0,22,nan,Yes,34.39,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.05,417.0,0.0,0,756.58,1173.58,LPRPYH5811,1,Q3,3,Stayed,No,0,21,4327,nan,nan,1,Female,65,No,Yes,No,No,0,IDAFHB7764,1,United States,California,Woodlake,93286,"36.464635, -119.094348",36.464635,-119.094348,701,350.0,occasional_defaulter
GXHOJAICG2637,9978-HYCIN,1,Q3,Yes,1,47,nan,Yes,42.29,No,Yes,Fiber Optic,22,No,Yes,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,84.95,4018.05,0.0,80,1987.63,6085.68,POXRTH7896,1,Q3,3,Stayed,No,0,68,3384,nan,nan,1,Male,72,No,Yes,Yes,Yes,1,WJDEHC4762,1,United States,California,Bakersfield,93301,"35.383937, -119.020428",35.383937,-119.020428,705,350.0,critical
RNGRKAUGI6764,8329-UTMVM,1,Q3,No,0,27,Offer C,Yes,34.39,Yes,Yes,Fiber Optic,19,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.65,2964.0,0.0,0,928.53,3892.53,JFCOKK3348,1,Q3,4,Stayed,No,0,31,3104,nan,nan,1,Male,76,No,Yes,No,No,0,LCEMPD1954,1,United States,California,Bakersfield,93313,"35.140938, -119.051348",35.140938,-119.051348,714,350.0,critical
DEXVNVWXN5621,6952-OMNWB,1,Q3,Yes,7,68,Offer A,Yes,34.31,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,80.35,5589.3,0.0,0,2333.08,7922.38,QFQWAO9776,1,Q3,4,Stayed,No,0,28,5581,nan,nan,1,Male,75,No,Yes,Yes,No,0,CVXWVW1374,1,United States,California,Creston,93432,"35.480896, -120.469476",35.480896,-120.469476,726,350.0,critical
KURCWPVDD1896,6549-YMFAW,1,Q3,Yes,1,9,nan,Yes,1.66,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,21.25,204.55,0.0,0,14.94,219.49,CAMRVG9684,1,Q3,4,Stayed,No,0,69,2302,nan,nan,1,Male,70,No,Yes,Yes,No,0,ZKQTAY4171,1,United States,California,Los Olivos,93441,"34.70434, -120.02609",34.70434,-120.02609,733,350.0,occasional_defaulter
IGRKPYIEH4545,1307-TVUFB,1,Q3,No,0,42,nan,Yes,13.51,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.35,3344.1,0.0,0,567.42,3911.52,LTOQFA1582,1,Q3,4,Stayed,No,0,79,2399,nan,nan,1,Male,66,No,Yes,No,No,0,RBJYLR6239,1,United States,California,Santa Ynez,93460,"34.630356, -120.032564",34.630356,-120.032564,747,350.0,critical
RZCUSRZGC5232,7503-MIOGA,1,Q3,No,0,72,Offer A,Yes,48.51,Yes,Yes,Cable,17,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,89.85,6697.35,0.0,0,3492.72,10190.07,ZIULUS8778,1,Q3,3,Stayed,No,0,56,5881,nan,nan,1,Female,68,No,Yes,Yes,No,0,IWYGJD7616,1,United States,California,Shandon,93461,"35.634488, -120.293534",35.634488,-120.293534,748,350.0,critical
YTXPVJGZF9464,2499-AJYUA,1,Q3,Yes,8,72,Offer A,Yes,15.85,Yes,Yes,Fiber Optic,2,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,110.8,7882.25,0.0,0,1141.2,9023.45,OPZRJL1432,1,Q3,5,Stayed,No,0,80,5933,nan,nan,1,Female,69,No,Yes,Yes,No,0,CTDZWA5732,1,United States,California,Benton,93512,"37.653947, -118.231443",37.653947,-118.231443,754,340.0,critical
MCNZICCAS2428,6919-ELBGL,1,Q3,Yes,3,72,Offer A,Yes,21.38,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.95,8196.4,0.0,0,1539.36,9735.76,WUDBAR8794,1,Q3,3,Stayed,No,0,61,6268,nan,nan,1,Male,75,No,Yes,Yes,No,0,MLXKCW5858,1,United States,California,Big Pine,93513,"37.245505, -118.062943",37.245505,-118.062943,755,350.0,critical
QYHFIHRKP6345,3966-HRMZA,1,Q3,No,0,3,Offer E,Yes,41.44,No,Yes,Fiber Optic,13,No,No,Yes,No,No,No,No,No,One Year,No,Credit Card,75.05,202.9,5.49,10,124.32,331.73,ONKOQA1363,1,Q3,4,Joined,No,0,56,3545,nan,nan,1,Female,74,No,Yes,No,No,0,ENURSQ6577,1,United States,California,Bishop,93514,"37.04584, -118.397236",37.04584,-118.397236,756,350.0,occasional_defaulter
OYFSIJDTK8352,5671-RQRLP,1,Q3,Yes,4,70,Offer A,Yes,16.87,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,75.65,5411.4,25.67,0,1180.9,6566.63,PGHJJG3189,1,Q3,4,Stayed,No,0,30,4181,nan,nan,1,Female,72,No,Yes,Yes,No,0,DNPLHE9498,1,United States,California,Fowler,93625,"36.625792, -119.672483",36.625792,-119.672483,809,350.0,critical
QPFNANDHB7214,4785-NKHCX,1,Q3,No,0,5,Offer E,Yes,30.14,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.05,94.15,0.0,0,150.7,244.85,AVJABB7178,1,Q3,5,Stayed,No,0,31,2154,nan,nan,1,Male,65,No,Yes,No,No,0,FTMCCH7735,1,United States,California,O Neals,93645,"37.140104, -119.657092",37.140104,-119.657092,823,173.0,occasional_defaulter
GXRCYFUFA3837,4250-WAROZ,1,Q3,Yes,4,60,nan,Yes,19.68,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,93.25,5774.55,0.0,0,1180.8,6955.35,JOFPRE5753,1,Q3,3,Stayed,No,0,70,4353,nan,nan,1,Male,70,No,Yes,Yes,Yes,3,DSTNHZ8211,1,United States,California,Fresno,93701,"36.749403, -119.787574",36.749403,-119.787574,844,350.0,critical
AFXSIHZVI6916,3523-BRGUW,1,Q3,No,0,26,Offer C,Yes,29.88,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,504.2,9.49,0,776.88,1271.59,XILMYO1677,1,Q3,5,Stayed,No,0,64,2269,nan,nan,1,Male,65,No,Yes,No,No,0,HLLQUV2998,1,United States,California,Los Altos,94022,"37.349546, -122.134356",37.349546,-122.134356,890,350.0,occasional_defaulter
JXWAFCSUI9949,2123-AGEEN,1,Q3,No,0,7,Offer E,Yes,26.29,No,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,84.35,609.65,29.17,10,184.03,774.51,ZZHHWT1576,1,Q3,3,Stayed,No,0,38,2107,nan,nan,1,Female,66,No,Yes,No,No,0,LIXUKE4733,1,United States,California,Millbrae,94030,"37.601248, -122.403099",37.601248,-122.403099,895,350.0,occasional_defaulter
VEGBQDBGT6953,1258-YMZNM,1,Q3,No,0,27,Offer C,Yes,35.76,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,110.5,2857.6,0.0,0,965.52,3823.12,IBVFVV8669,1,Q3,3,Stayed,No,0,56,4997,nan,nan,1,Female,70,No,Yes,No,No,0,ZRURLS8725,1,United States,California,Montara,94037,"37.540582, -122.509594",37.540582,-122.509594,896,350.0,critical
RJTMFVBRJ2463,6259-WJQLC,1,Q3,No,0,32,Offer C,Yes,1.12,Yes,Yes,Fiber Optic,5,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,81.1,2619.25,19.25,0,35.84,2635.84,COPNDP9344,1,Q3,4,Stayed,No,0,50,2143,nan,nan,1,Male,77,No,Yes,No,No,0,CKKBMA8189,1,United States,California,Pacifica,94044,"37.573633, -122.455167",37.573633,-122.455167,901,350.0,critical
HYXDOGCDN4663,7508-SMHXL,1,Q3,No,0,15,nan,Yes,1.67,Yes,Yes,Fiber Optic,21,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card,89.0,1288.3,45.69,0,25.05,1267.66,BADSJA4914,1,Q3,4,Stayed,No,0,77,4452,nan,nan,1,Female,72,No,Yes,No,No,0,HBYHII5166,1,United States,California,San Francisco,94109,"37.794487, -122.42227",37.794487,-122.42227,920,350.0,habitual_defaulter
XBUZNOZFZ8176,3956-CJUST,1,Q3,No,0,23,nan,Yes,17.62,No,Yes,Fiber Optic,25,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,75.4,1643.55,0.0,80,405.26,2128.81,IAUEYL3377,1,Q3,4,Stayed,No,0,49,2491,nan,nan,1,Female,67,No,Yes,No,No,0,USTMJH8412,1,United States,California,San Francisco,94115,"37.786031, -122.437301",37.786031,-122.437301,925,350.0,occasional_defaulter
YQPSJFHMD8779,4824-GUCBY,1,Q3,No,0,22,nan,Yes,23.43,No,Yes,Fiber Optic,22,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,81.7,1820.9,29.88,0,515.46,2306.48,PBGYKT2343,1,Q3,4,Stayed,No,0,34,5602,nan,nan,1,Female,77,No,Yes,No,No,0,EHDWNC8571,1,United States,California,San Francisco,94127,"37.736535, -122.45732",37.736535,-122.45732,933,350.0,critical
JPDFISNTJ3497,6630-UJZMY,1,Q3,Yes,10,4,nan,Yes,14.34,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,83.25,308.05,39.93,0,57.36,325.48,BUKPRD6532,1,Q3,3,Stayed,No,0,37,5251,nan,nan,1,Female,73,No,Yes,Yes,No,0,FPVFNW7696,1,United States,California,Palo Alto,94306,"37.416159, -122.131337",37.416159,-122.131337,944,350.0,critical
ZQTABUBVJ6556,9904-EHEVJ,1,Q3,Yes,9,32,Offer C,Yes,5.73,Yes,Yes,Fiber Optic,30,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,91.35,2896.55,26.98,0,183.36,3052.93,GXNASF1855,1,Q3,5,Stayed,No,0,35,2965,nan,nan,1,Female,66,No,Yes,Yes,Yes,1,LCYTIH4833,1,United States,California,Bethel Island,94511,"38.050558, -121.646924",38.050558,-121.646924,956,350.0,critical
QWIHWTKGQ4326,2826-DXLQO,1,Q3,Yes,10,7,Offer E,No,0.0,No,Yes,DSL,13,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,29.8,220.45,11.83,0,0.0,208.62,BYPUXP4316,1,Q3,3,Stayed,No,0,69,2587,nan,nan,1,Male,80,No,Yes,Yes,No,0,IJRQSM8546,1,United States,California,El Cerrito,94530,"37.924838, -122.289145",37.924838,-122.289145,969,350.0,occasional_defaulter
TBPRFMIPM8657,9489-UTFKA,1,Q3,Yes,9,8,Offer E,Yes,22.4,No,Yes,DSL,23,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,60.9,551.95,16.58,0,179.2,714.57,WYZAVY1987,1,Q3,3,Stayed,No,0,27,2136,nan,nan,1,Male,76,No,Yes,Yes,No,0,VFLEBO1383,1,United States,California,Travis Afb,94535,"38.265899, -121.939461",38.265899,-121.939461,971,350.0,occasional_defaulter
ZCMXHHELT5431,4849-PYRLQ,1,Q3,No,0,56,nan,Yes,37.3,Yes,Yes,DSL,8,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,73.25,4054.2,17.16,0,2088.8,6125.84,TWBAHX1982,1,Q3,3,Stayed,No,0,26,4011,nan,nan,1,Female,80,No,Yes,No,No,0,ELQDCD6852,1,United States,California,Fremont,94536,"37.572273, -121.964583",37.572273,-121.964583,972,350.0,critical
NASSOGXZI7215,2858-EIMXH,1,Q3,Yes,1,53,nan,Yes,30.09,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,95.85,5016.25,18.85,0,1594.77,6592.17,BBAXUH2285,1,Q3,3,Stayed,No,0,65,5325,nan,nan,1,Female,69,No,Yes,Yes,No,0,TKTVDA3313,1,United States,California,Vallejo,94592,"38.093701, -122.276589",38.093701,-122.276589,1014,159.0,critical
PLTZMRPAX2254,6419-ZTTLE,1,Q3,Yes,2,23,nan,Yes,45.83,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.75,485.2,37.64,0,1054.09,1501.65,QPLZFG3527,1,Q3,5,Stayed,No,0,45,3418,nan,nan,1,Male,69,No,Yes,Yes,No,0,CXSGIJ9972,1,United States,California,Yountville,94599,"38.421458, -122.365048",38.421458,-122.365048,1018,350.0,occasional_defaulter
KAUOJVWOC6941,8242-SOQUO,1,Q3,No,0,5,Offer E,Yes,14.22,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,84.7,392.5,41.2,0,71.1,422.4,ALVUBA1521,1,Q3,4,Stayed,No,0,54,2660,nan,nan,1,Female,73,No,Yes,No,No,0,COUKVX7731,1,United States,California,Oakland,94619,"37.787186, -122.14633",37.787186,-122.14633,1031,350.0,occasional_defaulter
IWOOCOBIC5739,7460-ITWWP,1,Q3,Yes,5,45,nan,Yes,40.85,No,Yes,Fiber Optic,24,No,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,86.1,3861.45,12.19,0,1838.25,5687.51,ACGTMD8398,1,Q3,4,Stayed,No,0,41,2701,nan,nan,1,Female,67,No,Yes,Yes,No,0,ONBVMZ1516,1,United States,California,Oakland,94621,"37.750553, -122.197175",37.750553,-122.197175,1032,350.0,critical
EMTEAZXCH7424,7868-TMWMZ,1,Q3,Yes,2,60,nan,Yes,24.62,No,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.0,6668.35,0.0,0,1477.2,8145.55,XNGWOX3615,1,Q3,5,Stayed,No,0,59,4953,nan,nan,1,Female,69,No,Yes,Yes,No,0,KMARBK8311,1,United States,California,Berkeley,94703,"37.863843, -122.275684",37.863843,-122.275684,1034,350.0,critical
URDUPHBSD2179,4829-ZLJTK,1,Q3,Yes,5,72,Offer A,Yes,15.23,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,112.4,8046.85,0.0,0,1096.56,9143.41,VQUXYY3415,1,Q3,3,Stayed,No,0,37,6144,nan,nan,1,Female,80,No,Yes,Yes,No,0,FTDEWF1519,1,United States,California,Penngrove,94951,"38.325599, -122.642352",38.325599,-122.642352,1070,350.0,critical
RDRZYHEAU8577,8883-GRDWQ,1,Q3,No,0,20,nan,Yes,22.31,No,Yes,DSL,21,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,54.0,1055.9,0.0,0,446.2,1502.1,HNNHEM8637,1,Q3,4,Stayed,No,0,20,5090,nan,nan,1,Male,68,No,Yes,No,No,0,FJQUNT1632,1,United States,California,Stinson Beach,94970,"37.921137, -122.657562",37.921137,-122.657562,1078,781.0,critical
LHIRAUFPK4651,9845-PEEKO,1,Q3,No,0,59,nan,Yes,6.13,Yes,Yes,Fiber Optic,2,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,79.2,4590.35,0.0,0,361.67,4952.02,HMOABO7292,1,Q3,5,Stayed,No,0,25,5400,nan,nan,1,Female,71,No,Yes,No,No,0,SCWOGM9652,1,United States,California,Brookdale,95007,"37.106902, -122.100006",37.106902,-122.100006,1087,350.0,critical
MUDONYWFN5576,1751-NCDLI,1,Q3,Yes,6,46,nan,Yes,4.2,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,98.85,4564.9,0.0,0,193.2,4758.1,IPXTXT3752,1,Q3,5,Stayed,No,0,41,2641,nan,nan,1,Male,74,No,Yes,Yes,No,0,FCIDZU8149,1,United States,California,Castroville,95012,"36.784481, -121.759054",36.784481,-121.759054,1090,350.0,critical
VALBKGWIF8181,2176-LVPNX,1,Q3,No,0,71,Offer A,Yes,37.39,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,89.85,6293.45,0.0,140,2654.69,9088.14,VGEERH9931,1,Q3,3,Stayed,No,0,33,4994,nan,nan,1,Female,69,No,Yes,No,No,0,ZHQPIG3365,1,United States,California,San Jose,95113,"37.333851, -121.891147",37.333851,-121.891147,1121,561.0,critical
IAZNOGKMS7218,3452-ABWRL,1,Q3,No,0,47,nan,Yes,44.08,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,86.05,3865.6,0.0,0,2071.76,5937.36,DCTVPT8432,1,Q3,3,Stayed,No,0,69,5527,nan,nan,1,Male,70,No,Yes,No,No,0,AZZCCV7312,1,United States,California,San Jose,95132,"37.424655, -121.74841",37.424655,-121.74841,1138,350.0,critical
MKSUOONWN5528,1779-PWPMG,1,Q3,Yes,1,72,Offer A,Yes,4.59,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.65,8333.95,0.0,0,330.48,8664.43,NBHVBR8149,1,Q3,3,Stayed,No,0,29,5408,nan,nan,1,Female,73,No,Yes,Yes,No,0,WFBQDB5727,1,United States,California,San Jose,95139,"37.218705, -121.762429",37.218705,-121.762429,1144,350.0,critical
QDPDZBGVC7131,3082-WQRVY,1,Q3,Yes,8,14,nan,Yes,45.76,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,228.65,0.0,0,640.64,869.29,FAEVNX1478,1,Q3,5,Stayed,No,0,66,2962,nan,nan,1,Male,73,No,Yes,Yes,No,0,PJPGFD4292,1,United States,California,Stockton,95203,"37.954089, -121.329761",37.954089,-121.329761,1148,350.0,occasional_defaulter
ZXYXMBHWZ2632,2460-NGXBJ,1,Q3,Yes,8,11,nan,Yes,28.64,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,75.2,775.3,0.0,0,315.04,1090.34,FSJJEI9952,1,Q3,5,Stayed,No,0,28,5193,nan,nan,1,Male,65,No,Yes,Yes,Yes,1,TPWWFU6683,1,United States,California,Stockton,95206,"37.902422, -121.440029",37.902422,-121.440029,1151,350.0,critical
QSVALLEMJ4881,5268-DSMNQ,1,Q3,Yes,5,62,nan,Yes,11.41,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,97.95,5936.55,0.0,0,707.42,6643.97,BQEIZH9614,1,Q3,5,Stayed,No,0,50,5428,nan,nan,1,Female,65,No,Yes,Yes,No,0,BGECHX5684,1,United States,California,Farmington,95230,"37.956963, -120.863055",37.956963,-120.863055,1167,596.0,critical
IUVWDQIQG5111,6242-MBHPK,1,Q3,Yes,1,23,nan,Yes,41.88,No,Yes,Fiber Optic,12,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,95.1,2326.05,0.0,0,963.24,3289.29,HJAFYH9378,1,Q3,3,Stayed,No,0,66,4025,nan,nan,1,Female,67,No,Yes,Yes,No,0,CTMKFF6594,1,United States,California,Hathaway Pines,95233,"38.184914, -120.364085",38.184914,-120.364085,1170,335.0,occasional_defaulter
YSPUSUZSV6343,4782-OSFXZ,1,Q3,Yes,1,71,Offer A,Yes,37.53,Yes,Yes,DSL,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.7,5831.2,0.0,0,2664.63,8495.83,XGPOWX9313,1,Q3,3,Stayed,No,0,20,5089,nan,nan,1,Female,72,No,Yes,Yes,No,0,MPQDNC9558,1,United States,California,Lodi,95242,"38.128087, -121.4078",38.128087,-121.4078,1174,350.0,critical
IQHHWEDRK7857,1282-IHQAC,1,Q3,No,0,70,Offer A,No,0.0,No,Yes,Cable,13,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,44.05,3011.65,0.0,0,0.0,3011.65,SLYQVP3216,1,Q3,3,Stayed,No,0,68,4022,nan,nan,1,Male,68,No,Yes,No,No,0,TCRLHB4134,1,United States,California,Sheep Ranch,95251,"38.244806, -120.417301",38.244806,-120.417301,1180,460.0,occasional_defaulter
KDAIYJNTS4132,1641-RQDAY,1,Q3,Yes,1,32,Offer C,Yes,49.21,Yes,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.4,3217.65,0.0,0,1574.72,4792.37,QRKYDG8278,1,Q3,3,Stayed,No,0,59,4848,nan,nan,1,Female,77,No,Yes,Yes,Yes,2,QQTIEE4475,1,United States,California,Wallace,95254,"38.192608, -120.957842",38.192608,-120.957842,1182,304.0,critical
OOUQDCGGY7229,5461-QKNTN,1,Q3,Yes,1,43,nan,Yes,4.59,Yes,Yes,Fiber Optic,5,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.3,3953.15,0.0,0,197.37,4150.52,VFXEQY7175,1,Q3,3,Stayed,No,0,63,2040,nan,nan,1,Male,71,No,Yes,Yes,No,0,WCTTAG6541,1,United States,California,Catheys Valley,95306,"37.394411, -120.127262",37.394411,-120.127262,1189,986.0,critical
BAAXVOAZL2797,8089-UZWLX,1,Q3,No,0,71,Offer A,Yes,47.86,Yes,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.05,7413.55,0.0,0,3398.06,10811.61,UJLZDD9553,1,Q3,5,Stayed,No,0,70,4113,nan,nan,1,Female,75,No,Yes,No,No,0,PEPJQB9469,1,United States,California,El Nido,95317,"37.127386, -120.506422",37.127386,-120.506422,1197,808.0,critical
AJPVVHRRR1968,4468-KAZHE,1,Q3,Yes,1,20,nan,Yes,8.98,No,Yes,DSL,16,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,60.0,1259.35,0.0,0,179.6,1438.95,DSIIZH1777,1,Q3,5,Stayed,No,0,37,2399,nan,nan,1,Female,70,No,Yes,Yes,No,0,CNAAGW8118,1,United States,California,Hughson,95326,"37.5923, -120.853288",37.5923,-120.853288,1205,350.0,occasional_defaulter
GHXDCDKZO4349,1543-LLLFT,1,Q3,Yes,2,61,nan,Yes,2.19,Yes,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,98.3,6066.55,0.0,0,133.59,6200.14,TQSTRB3335,1,Q3,3,Stayed,No,0,74,5413,nan,nan,1,Male,77,No,Yes,Yes,No,0,KBZFAT4115,1,United States,California,Waterford,95386,"37.669516, -120.626964",37.669516,-120.626964,1245,350.0,critical
RFZTNMEDU9673,6507-ZJSUR,1,Q3,Yes,6,23,nan,Yes,46.82,No,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,90.45,2117.25,0.0,30,1076.86,3224.11,WOMZST3525,1,Q3,4,Stayed,No,0,24,5272,nan,nan,1,Male,76,No,Yes,Yes,No,0,UNNXFU8233,1,United States,California,Albion,95410,"39.225694, -123.717354",39.225694,-123.717354,1255,350.0,critical
KUOTCGBHO8678,9220-ZNKJI,1,Q3,Yes,5,55,nan,Yes,33.21,No,Yes,Fiber Optic,4,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,88.8,4805.3,0.0,0,1826.55,6631.85,QFGRLN2396,1,Q3,3,Stayed,No,0,73,4291,nan,nan,1,Female,67,No,Yes,Yes,No,0,QIJCUB6139,1,United States,California,Cobb,95426,"38.838088, -122.73203",38.838088,-122.73203,1266,350.0,habitual_defaulter
JGILGYQXB6244,0723-VSOBE,1,Q3,No,0,45,Offer B,No,0.0,No,Yes,Cable,4,No,No,No,No,No,Yes,No,No,One Year,No,Bank Withdrawal,34.2,1596.6,0.0,0,0.0,1596.6,NBKILX3383,1,Q3,3,Stayed,No,0,38,5715,nan,nan,1,Female,67,No,Yes,No,No,0,RTLRKZ2278,1,United States,California,Dos Rios,95429,"39.756049, -123.358701",39.756049,-123.358701,1269,91.0,critical
UIRVDFEHM1576,1004-NOZNR,1,Q3,No,0,56,Offer B,Yes,10.57,No,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,94.8,5264.3,0.0,0,591.92,5856.22,LMQYFL2192,1,Q3,4,Stayed,No,0,59,5693,nan,nan,1,Male,71,No,Yes,No,Yes,2,UVNFTT9257,1,United States,California,Glen Ellen,95442,"38.368744, -122.522642",38.368744,-122.522642,1277,350.0,critical
NTSXRLIDT3352,1251-STYSZ,1,Q3,No,0,4,nan,Yes,8.75,Yes,Yes,Fiber Optic,4,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,80.25,303.7,0.0,30,35.0,368.7,FSFVUI2847,1,Q3,4,Stayed,No,0,20,3828,nan,nan,1,Female,66,No,Yes,No,No,0,ACTVXP1895,1,United States,California,Glenhaven,95443,"39.045246, -122.743181",39.045246,-122.743181,1278,175.0,critical
